Genus,Species,Sample code,Location,Population,Species,Population,Plant,Leaf,Sample,Phytolith,ArBBox,Area,ArEqD,AspRatio,Breadth,CArea,CHull,Circularity,Compactness,Concavity,Convexity,Curve_Length,Curve_Width,EqEllAr,Feret,MaxR,MBCRadius,MinR,ModRatio,PerEqD,Perimeter,Rectangularity,RFactor,Roundness,Shape,Solidity,Sphericity
Panicum,miliace,10_6,Bcn-1,PI 578074,1,1,1,2,4,46,3149,1810,48.006,1.301,49.2,2120,174.784,0.599,0.75,310,0.897,25.2,10.6,2473.219,64.008,32.237,32.004,10.41,0.325,576.141,194.853,0.575,0.869,0.563,20.977,0.854,0.323
Panicum,miliace,10_6,Bcn-1,PI 578074,1,1,1,2,4,47,2664,1388.5,42.046,1.244,46.28,1656.5,156.462,0.562,0.73,268,0.888,23.3,9.9,2092.301,57.567,29.014,28.784,7.958,0.276,441.973,176.125,0.521,0.865,0.533,22.341,0.838,0.274
Panicum,miliace,10_6,Bcn-1,PI 578074,1,1,1,2,4,48,3330,1720,46.797,1.163,53.5,2094.5,174.358,0.48,0.752,374.5,0.822,27.9,10.2,2615.376,62.241,32.41,31.164,5.262,0.169,547.493,212.167,0.517,0.892,0.565,26.171,0.821,0.162
Panicum,miliace,10_6,Bcn-1,PI 578074,1,1,1,2,4,49,3941,1899,49.172,1.221,56.82,2482.5,191.282,0.41,0.709,583.5,0.793,31.6,10.7,3095.254,69.354,35.649,34.677,0.818,0.024,604.47,241.137,0.482,0.878,0.503,30.62,0.765,0.023
Panicum,miliace,10_6,Bcn-1,PI 578074,1,1,1,2,4,50,4033,2200,52.926,1.447,52.8,2661,196.586,0.529,0.693,461,0.86,30.3,10.2,3167.511,76.381,38.383,38.19,9.549,0.25,700.282,228.652,0.545,0.819,0.48,23.764,0.827,0.249
Panicum,miliace,1_9,Bcn-1,PI 578074,1,1,2,3,5,1,4550,2066,51.289,1.106,64.14,2722,197.505,0.411,0.723,656,0.786,28.1,12.6,3573.562,70.937,37.376,35.468,11.438,0.322,657.628,251.279,0.454,0.886,0.523,30.562,0.759,0.306
Panicum,miliace,1_9,Bcn-1,PI 578074,1,1,2,3,5,2,4738,2608.5,57.63,1.13,64.76,3119,208.066,0.574,0.788,510.5,0.871,29.1,13.5,3721.217,73.164,37.025,36.599,11.804,0.323,830.311,238.894,0.551,0.905,0.62,21.879,0.836,0.319
Panicum,miliace,1_9,Bcn-1,PI 578074,1,1,2,3,5,3,4294,2075.5,51.406,1.049,63.98,2667.5,192.647,0.467,0.766,592,0.816,25.6,12.8,3372.5,67.119,34.528,33.56,11.814,0.352,660.652,236.208,0.483,0.914,0.587,26.882,0.778,0.342
Panicum,miliace,1_9,Bcn-1,PI 578074,1,1,2,3,5,4,4508,2293,54.033,1.176,61.92,2773.5,199.09,0.565,0.742,480.5,0.882,28.2,12.8,3540.575,72.801,36.556,36.401,12.211,0.335,729.885,225.823,0.509,0.87,0.551,22.24,0.827,0.334
Panicum,miliace,1_9,Bcn-1,PI 578074,1,1,2,3,5,5,3538,1751,47.217,1.033,58.51,2188.5,173.667,0.476,0.781,437.5,0.808,23.8,12.7,2778.739,60.465,30.437,30.232,12.212,0.404,557.361,214.995,0.495,0.914,0.61,26.398,0.8,0.401
