Genus,Species,Sample code,Location,Population,Species,Population,Plant,Leaf,Sample,Phytolith,ArBBox,Area,ArEqD,AspRatio,Breadth,CArea,CHull,Circularity,Compactness,Concavity,Convexity,Curve_Length,Curve_Width,EqEllAr,Feret,MaxR,MBCRadius,MinR,ModRatio,PerEqD,Perimeter,Rectangularity,RFactor,Roundness,Shape,Solidity,Sphericity
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,25,1805,1313.5,40.895,1.801,31.66,1502,149.839,0.622,0.717,188.5,0.92,20.9,9.1,1417.644,57.009,29.069,28.504,7.452,0.261,418.1,162.953,0.728,0.837,0.515,20.216,0.875,0.256
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,26,2014,1354.5,41.528,1.498,36.67,1539.5,148.863,0.644,0.756,185,0.915,21,9.2,1581.792,54.918,27.945,27.487,7.805,0.284,431.151,162.61,0.673,0.863,0.572,19.522,0.88,0.279
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,27,2143,1354,41.521,1.949,33.16,1631.5,161.913,0.495,0.642,277.5,0.874,23.5,9.3,1683.108,64.63,34.146,32.356,3.108,0.096,430.992,185.338,0.632,0.797,0.413,25.369,0.83,0.091
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,28,2488,1558,44.539,1.473,41.1,1718,157.141,0.665,0.736,160,0.916,23,10.1,1954.071,60.539,30.602,30.27,10.939,0.361,495.927,171.539,0.626,0.826,0.541,18.887,0.907,0.357
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,29,2607,1824.5,48.198,1.86,37.43,2108,178.438,0.58,0.692,283.5,0.898,25.8,10.7,2047.533,69.642,35.826,34.821,8.878,0.255,580.756,198.752,0.7,0.816,0.479,21.651,0.866,0.248
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,30,1901,1203.5,39.145,1.593,34.54,1378,142.984,0.601,0.711,174.5,0.901,20.6,8.6,1493.042,55.036,27.684,27.519,6.311,0.229,383.086,158.61,0.633,0.827,0.506,20.903,0.873,0.228
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,31,2114,1371.5,41.788,1.485,37.73,1534.5,146.773,0.649,0.746,163,0.901,21.9,8.7,1660.332,56.036,28.218,28.018,9.763,0.348,436.562,162.953,0.649,0.834,0.556,19.361,0.894,0.346
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,32,1785,1078.5,37.057,1.332,36.6,1226,130.721,0.604,0.76,147.5,0.873,19.7,7.9,1401.936,48.765,25.479,24.383,7.168,0.294,343.297,149.782,0.604,0.853,0.577,20.802,0.88,0.281
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,33,2038,1223.5,39.469,1.502,36.84,1410,144.018,0.567,0.713,186.5,0.875,21.7,8.8,1600.641,55.326,27.943,27.663,6.381,0.231,389.452,164.61,0.6,0.829,0.509,22.147,0.868,0.228
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,34,2672,1783.5,47.653,1.848,38.03,2065,178.603,0.524,0.678,281.5,0.864,26.6,10.2,2098.584,70.264,35.647,35.154,5.54,0.158,567.706,206.752,0.667,0.809,0.46,23.968,0.864,0.155
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,35,1722,1221.5,39.437,1.731,31.55,1441,145.397,0.572,0.722,219.5,0.888,20,8.8,1352.456,54.589,27.522,27.342,6.114,0.224,388.816,163.782,0.709,0.848,0.522,21.96,0.848,0.222
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,36,2046,1391,42.084,1.835,33.39,1606,156.977,0.546,0.687,215,0.878,23.1,9.4,1606.925,61.27,31.45,30.635,5.395,0.176,442.769,178.853,0.68,0.816,0.472,22.997,0.866,0.172
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,37,2090,1274.5,40.283,1.734,34.71,1512.5,153.551,0.547,0.669,238,0.897,23.6,8.2,1641.482,60.208,30.593,30.104,5.6,0.186,405.686,171.095,0.61,0.812,0.448,22.969,0.843,0.183
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,38,2638,1498,43.673,1.429,42.96,1760.5,162.355,0.534,0.711,262.5,0.865,24.7,9.3,2071.88,61.4,31.472,30.7,4.834,0.157,476.828,187.681,0.568,0.842,0.506,23.514,0.851,0.154
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,39,2022,1160,38.431,1.474,37.04,1325.5,141.188,0.567,0.704,165.5,0.88,21.6,8.2,1588.075,54.589,27.609,27.299,5.515,0.202,369.239,160.368,0.574,0.823,0.496,22.17,0.875,0.2
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,40,1580,1084,37.151,1.677,30.69,1259,136.809,0.578,0.722,175,0.891,19.2,8.2,1240.929,51.478,26.19,25.739,5.447,0.212,345.048,153.539,0.686,0.846,0.521,21.747,0.861,0.208
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,41,1773,1201,39.104,1.901,30.54,1397.5,145.856,0.555,0.674,196.5,0.885,21.3,8.1,1392.511,58.052,29.368,29.026,5.162,0.178,382.29,164.853,0.677,0.8,0.454,22.628,0.859,0.176
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,42,2196,1353,41.505,1.435,39.12,1519.5,148.675,0.638,0.739,166.5,0.911,21.4,9.3,1724.734,56.143,28.236,28.071,9.185,0.327,430.673,163.196,0.616,0.843,0.547,19.684,0.89,0.325
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,43,1597,1003.5,35.745,1.544,32.17,1135.5,129.195,0.618,0.72,132,0.905,19.1,7.9,1254.281,49.649,25.411,24.824,6.891,0.278,319.424,142.811,0.628,0.828,0.518,20.324,0.884,0.271
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,44,2294,1693,46.428,2.208,32.23,2000.5,177.3,0.5,0.652,307.5,0.859,25.1,9.7,1801.703,71.169,35.823,35.593,3.899,0.11,538.899,206.309,0.738,0.793,0.426,25.141,0.846,0.109
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,45,2935,1678,46.222,1.828,40.07,2028,181.7,0.518,0.631,350,0.901,27.6,9.3,2305.144,73.246,36.801,36.623,6.574,0.18,534.124,201.681,0.572,0.79,0.398,24.24,0.827,0.179
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,46,3488,1949,49.815,1.379,50.29,2271.5,182.301,0.563,0.718,322.5,0.874,27.3,10.3,2739.469,69.354,34.785,34.677,8.35,0.241,620.386,208.652,0.559,0.837,0.516,22.337,0.858,0.24
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,47,1707,1282.5,40.41,2.138,28.25,1491,154.325,0.576,0.669,208.5,0.922,21.2,8.4,1340.675,60.415,30.681,30.23,5.942,0.197,408.232,167.296,0.751,0.813,0.447,21.823,0.86,0.194
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,48,1808,1104,37.492,1.31,37.15,1260.5,133.59,0.588,0.77,156.5,0.87,19.9,8.6,1420,48.662,24.518,24.331,6.207,0.255,351.414,153.539,0.611,0.874,0.594,21.353,0.876,0.253
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,49,2510,1587,44.951,1.967,35.73,1891.5,175.281,0.527,0.64,304.5,0.901,25.8,9.3,1971.349,70.257,35.338,35.128,3.404,0.097,505.158,194.51,0.632,0.794,0.409,23.84,0.839,0.096
Setaria,italica,5_4,Bcn-2,PI 464176,2,10,20,38,76,50,1904,1114.5,37.67,1.338,37.72,1258,137.107,0.593,0.746,143.5,0.892,20.1,8.8,1495.398,50.478,26.088,25.319,6.216,0.246,354.756,153.64,0.585,0.865,0.557,21.18,0.886,0.238
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,1,2866,1719.5,46.79,1.542,43.11,2029,175.794,0.568,0.704,309.5,0.901,24.6,10.6,2250.951,66.483,34.07,33.243,7.136,0.215,547.334,195.095,0.6,0.842,0.495,22.136,0.847,0.209
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,2,1530,1110,37.594,2.5,24.74,1340,151.775,0.516,0.608,230,0.923,21.6,7.5,1201.659,61.847,31.386,30.923,3.468,0.112,353.324,164.368,0.725,0.781,0.369,24.339,0.828,0.11
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,3,2255,1364.5,41.681,1.485,38.97,1551,151.813,0.579,0.72,186.5,0.882,22.1,9.1,1771.073,57.871,29.411,28.94,6.096,0.211,434.334,172.125,0.605,0.835,0.519,21.713,0.88,0.207
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,4,1945,1206.5,39.194,1.819,32.7,1466,154.232,0.522,0.659,259.5,0.905,21.7,8.2,1527.599,59.481,30.328,29.836,5.393,0.181,384.041,170.468,0.62,0.825,0.434,24.086,0.823,0.178
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,5,1456,867,33.225,1.161,35.42,966.5,116.178,0.659,0.808,99.5,0.904,16.8,8,1143.54,41.11,20.914,20.633,7.696,0.374,275.975,128.569,0.595,0.9,0.653,19.066,0.897,0.368
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,6,2237,1509.5,43.84,1.356,40.61,1647.5,152.082,0.687,0.796,138,0.915,21.3,10.3,1756.936,55.082,29.089,27.608,10.955,0.398,480.489,166.125,0.675,0.879,0.633,18.283,0.916,0.377
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,7,2761,1633.5,45.605,1.404,44.34,1869,165.281,0.621,0.732,235.5,0.909,23.8,10.1,2168.484,62.266,31.985,31.133,10.901,0.35,519.959,181.782,0.592,0.845,0.536,20.229,0.874,0.341
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,8,2226,1515,43.92,1.677,36.43,1688,160.036,0.644,0.719,173,0.931,21.9,9.7,1748.296,61.098,30.615,30.55,7.313,0.239,482.239,171.882,0.681,0.834,0.517,19.501,0.898,0.239
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,9,2922,1819,48.125,1.42,45.36,2076.5,173.683,0.647,0.747,257.5,0.924,24.2,11,2294.933,64.413,32.95,32.339,11.198,0.348,579.006,188.024,0.623,0.858,0.558,19.435,0.876,0.34
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,10,2100,1238.5,39.71,1.353,39.39,1389.5,141.3,0.62,0.745,151,0.892,20.7,8.6,1649.336,53.31,27.243,26.655,9.062,0.34,394.227,158.468,0.59,0.844,0.555,20.276,0.891,0.333
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,11,2244,1470.5,43.27,1.292,41.67,1593.5,150.527,0.683,0.804,123,0.915,20.9,10.2,1762.433,53.852,28.271,26.974,10.087,0.375,468.075,164.468,0.655,0.89,0.646,18.395,0.923,0.357
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,12,2266,1267.5,40.173,1.25,42.57,1458,146.316,0.569,0.755,190.5,0.875,21.8,8.8,1779.712,53.226,27.608,26.613,5.204,0.196,403.458,167.296,0.559,0.875,0.57,22.081,0.869,0.188
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,13,2100,1084.5,37.159,1.136,42.99,1261.5,135.233,0.609,0.761,177,0.904,20,8.7,1649.336,48.847,24.461,24.423,7.951,0.326,345.207,149.64,0.516,0.881,0.579,20.647,0.86,0.325
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,14,1216,724,30.362,1.138,32.69,802.5,105.235,0.631,0.816,78.5,0.876,15.7,7,955.044,37.202,18.611,18.601,6.609,0.355,230.456,120.083,0.595,0.9,0.666,19.917,0.902,0.355
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,15,2163,1281.5,40.394,1.281,41.1,1454,144.816,0.604,0.767,172.5,0.887,20.9,9.4,1698.816,52.631,27.04,26.315,6.564,0.249,407.914,163.296,0.592,0.876,0.589,20.808,0.881,0.243
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,16,2441,1308.5,40.817,1.288,43.53,1545.5,152.04,0.555,0.728,237,0.883,23.5,9,1917.157,56.08,28.739,28.04,6.303,0.225,416.508,172.125,0.536,0.863,0.53,22.642,0.847,0.219
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,17,2051,1219.5,39.405,1.266,40.25,1392.5,140.511,0.592,0.773,173,0.873,21,8.6,1610.852,50.961,26.038,25.48,7.077,0.278,388.179,160.953,0.595,0.878,0.598,21.243,0.876,0.272
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,18,1720,1104,37.492,1.512,33.73,1247,136.233,0.618,0.735,143,0.909,19.6,8.4,1350.885,50.99,25.959,25.495,6.902,0.271,351.414,149.882,0.642,0.85,0.541,20.348,0.885,0.266
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,19,1494,893.5,33.729,1.288,34.06,983.5,118.929,0.661,0.769,90,0.913,16.8,7.6,1173.385,43.863,22.222,21.933,8.018,0.366,284.41,130.326,0.598,0.863,0.591,19.009,0.908,0.361
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,20,2720,1571,44.724,1.43,43.62,1837,164.519,0.565,0.717,266,0.88,25.1,9.6,2136.283,62.362,31.544,31.181,7.812,0.251,500.065,186.853,0.578,0.84,0.514,22.224,0.855,0.248
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,21,1891,1071.5,36.936,1.043,42.57,1213,129.289,0.618,0.832,141.5,0.876,18.5,8.5,1485.188,44.418,23.275,22.242,7.069,0.318,341.069,147.64,0.567,0.927,0.691,20.343,0.883,0.304
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,22,1336,803,31.975,1.216,33.14,899,113.06,0.61,0.793,96,0.879,17.3,7.3,1049.292,40.311,21.165,20.507,6.782,0.336,255.603,128.569,0.601,0.893,0.629,20.585,0.893,0.32
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,23,1558,977,35.27,1.053,38.47,1062,119.079,0.662,0.871,85,0.874,16.4,8.9,1223.65,40.497,21.138,20.305,9.285,0.459,310.989,136.225,0.627,0.936,0.759,18.994,0.92,0.439
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,24,1767,1004,35.754,1.325,36.52,1145,131.998,0.578,0.739,141,0.893,19.4,8.1,1387.799,48.384,24.639,24.283,6.07,0.251,319.583,147.74,0.568,0.868,0.546,21.74,0.877,0.246
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,25,2305,1269,40.196,1.358,41.2,1484,147.779,0.535,0.718,215,0.856,23.1,9,1810.343,55.946,28.324,27.973,5.276,0.189,403.935,172.711,0.551,0.841,0.516,23.506,0.855,0.186
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,26,2067,1252.5,39.934,1.282,40.15,1451.5,143.802,0.551,0.776,199,0.851,20.8,9,1623.418,51.478,26.582,25.751,5.27,0.205,398.683,168.953,0.606,0.889,0.602,22.791,0.863,0.198
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,27,1590,896,33.776,1.362,34.17,1037,123.551,0.579,0.726,141,0.886,18.7,7.3,1248.783,46.53,23.578,23.265,5.819,0.25,285.206,139.397,0.564,0.845,0.527,21.687,0.864,0.247
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,28,1999,1175.5,38.687,1.326,38.83,1367.5,141.305,0.576,0.752,192,0.882,20.7,8.6,1570.011,51.478,26.361,25.876,5.771,0.224,374.173,160.125,0.588,0.874,0.565,21.812,0.86,0.219
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,29,2453,1347.5,41.421,1.38,42.16,1603.5,156.581,0.506,0.712,256,0.856,24,9.4,1926.582,58.181,29.952,29.157,3.601,0.124,428.923,182.953,0.549,0.857,0.507,24.84,0.84,0.12
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,30,2376,1298,40.653,1.405,41.13,1613.5,156.256,0.508,0.704,315.5,0.872,22.7,8.8,1866.106,57.775,29.329,28.917,3.697,0.128,413.166,179.196,0.546,0.861,0.495,24.739,0.804,0.126
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,31,1749,983.5,35.387,1.601,33.05,1133,133.689,0.567,0.669,149.5,0.906,20.7,7.6,1373.661,52.924,26.751,26.462,4.563,0.172,313.058,147.64,0.562,0.804,0.447,22.163,0.868,0.171
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,32,2381,1389.5,42.061,1.316,42.54,1595,153.409,0.57,0.751,205.5,0.877,23,9.3,1870.033,55.973,28.85,27.987,5.912,0.211,442.292,174.953,0.584,0.872,0.565,22.029,0.871,0.205
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,33,2395,1395,42.145,1.589,38.83,1649.5,159.834,0.539,0.683,254.5,0.886,23.8,9.3,1881.029,61.685,31.903,30.842,6.291,0.204,444.042,180.368,0.582,0.825,0.467,23.321,0.846,0.197
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,34,2075,1147.5,38.224,1.458,37.72,1299,139.678,0.611,0.695,151.5,0.909,21.3,8.2,1629.701,55.009,27.869,27.505,7.326,0.266,365.261,153.64,0.553,0.808,0.483,20.571,0.883,0.263
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,35,1656,914,34.114,1.088,39.02,1040,121.769,0.616,0.804,126,0.892,17.7,8.3,1300.619,42.438,22.691,21.352,6.952,0.328,290.935,136.569,0.552,0.913,0.646,20.406,0.879,0.306
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,36,2683,1434,42.73,1.36,44.41,1717,160.484,0.547,0.707,283,0.884,24.8,9.3,2107.223,60.415,30.429,30.208,5.941,0.197,456.456,181.539,0.534,0.846,0.5,22.982,0.835,0.195
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,37,2327,1307,40.794,1.199,44.06,1492,145.579,0.62,0.772,185,0.895,21.2,9.6,1827.622,52.811,27.435,26.405,8.541,0.323,416.031,162.711,0.562,0.877,0.597,20.256,0.876,0.311
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,38,2805,1518.5,43.971,1.316,46.18,1813,164.765,0.56,0.724,294.5,0.893,24.8,9.7,2203.042,60.745,30.647,30.42,7.92,0.261,483.354,184.61,0.541,0.863,0.524,22.444,0.838,0.258
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,39,1446,880,33.473,1.119,35.95,989.5,115.371,0.589,0.832,109.5,0.842,16.9,7.4,1135.686,40.224,20.28,20.165,5.539,0.275,280.113,137.054,0.609,0.913,0.692,21.345,0.889,0.273
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,40,2348,1306.5,40.786,1.261,43.14,1534.5,148.994,0.544,0.749,228,0.857,23,9.1,1844.115,54.424,27.484,27.219,5.227,0.192,415.872,173.782,0.556,0.871,0.562,23.115,0.851,0.19
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,41,2170,1537,44.238,1.943,33.42,1787,168.831,0.546,0.681,250,0.898,22.9,9.6,1704.314,64.938,33.017,32.505,4.553,0.14,489.242,188.024,0.708,0.828,0.464,23.001,0.86,0.138
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,42,2202,1342,41.336,1.525,38.01,1506,151.169,0.613,0.713,164,0.911,22.2,9.2,1729.447,57.94,29.304,28.97,7.34,0.253,427.172,165.882,0.609,0.83,0.509,20.504,0.891,0.25
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,43,2705,1674.5,46.174,1.689,40.01,1985,175.017,0.537,0.683,310.5,0.884,25.3,9.7,2124.502,67.602,34.921,33.835,4.577,0.135,533.01,197.924,0.619,0.824,0.467,23.394,0.844,0.131
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,44,1535,982,35.36,1.33,33.97,1092.5,124.389,0.665,0.782,110.5,0.913,18.1,8.1,1205.586,45.188,22.816,22.606,7.62,0.337,312.58,136.225,0.64,0.876,0.612,18.898,0.899,0.334
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,45,2008,1266.5,40.157,1.347,38.62,1447.5,144.001,0.588,0.772,181,0.876,21.3,9,1577.079,52,26.331,26.006,7.516,0.289,403.139,164.468,0.631,0.881,0.596,21.358,0.875,0.285
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,46,2996,1605,45.206,1.539,44.13,1937.5,175.049,0.546,0.666,332.5,0.911,26.6,9.7,2353.053,67.897,34.561,33.948,5.537,0.163,510.887,192.167,0.536,0.821,0.443,23.008,0.828,0.16
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,47,2912,1592,45.022,1.632,42.24,1839,173.854,0.552,0.653,247,0.913,25.8,9.6,2287.079,68.942,36.039,34.485,7.661,0.222,506.749,190.368,0.547,0.803,0.426,22.764,0.866,0.213
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,48,2470,1339,41.29,1.316,43.33,1563,154.094,0.546,0.724,224,0.878,23,9.4,1939.933,57.009,28.658,28.504,5.127,0.18,426.217,175.539,0.542,0.86,0.525,23.013,0.857,0.179
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,49,2008,1140.5,38.107,1.341,38.69,1322,140.783,0.604,0.734,181.5,0.914,20.1,8.5,1577.079,51.894,26.707,25.956,8.155,0.314,363.032,153.983,0.568,0.864,0.539,20.79,0.863,0.305
Setaria,italica,5_5,Bcn-2,PI 464176,2,10,21,39,77,50,2133,1125.5,37.855,1.13,43.45,1321,138.247,0.528,0.771,195.5,0.845,21.2,8.8,1675.254,49.092,25.018,24.546,4.356,0.177,358.258,163.64,0.528,0.896,0.595,23.792,0.852,0.174
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,1,2663,1786.5,47.693,1.902,37.41,2013,178.97,0.605,0.67,226.5,0.929,25.2,10.4,2091.515,71.176,36.892,35.588,10.067,0.283,568.661,192.61,0.671,0.8,0.449,20.766,0.887,0.273
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,2,3187,1961.5,49.975,1.431,47.19,2258,180.629,0.615,0.74,296.5,0.902,26.2,11.1,2503.064,67.543,34.421,33.774,11.35,0.336,624.365,200.267,0.615,0.851,0.547,20.447,0.869,0.33
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,3,2854,1659,45.96,1.452,44.33,1886.5,169.744,0.587,0.714,227.5,0.9,24.6,10.2,2241.526,64.382,33.26,32.26,7.904,0.246,528.076,188.51,0.581,0.839,0.51,21.42,0.879,0.238
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,4,2197,1316,40.934,1.188,43.01,1477,143.762,0.64,0.801,161,0.895,20.4,9.6,1725.52,51.078,25.899,25.605,8.739,0.342,418.896,160.711,0.599,0.896,0.642,19.626,0.891,0.337
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,5,2080,1334.5,41.221,1.622,35.81,1505,150.975,0.634,0.71,170.5,0.928,21,9.4,1633.628,58.078,29.19,29.039,8.369,0.288,424.785,162.61,0.642,0.827,0.504,19.814,0.887,0.287
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,6,2532,1494.5,43.622,1.367,43.05,1651,154.678,0.634,0.742,156.5,0.899,22.5,9.7,1988.628,58.822,29.505,29.411,9.703,0.33,475.714,172.125,0.59,0.837,0.55,19.824,0.905,0.329
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,7,2128,1364.5,41.681,1.853,33.89,1676.5,160.553,0.504,0.664,312,0.871,23.3,8.8,1671.327,62.801,32.169,31.401,4.352,0.139,434.334,184.409,0.641,0.814,0.441,24.922,0.814,0.135
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,8,2086,1552,44.453,1.922,32.94,1829.5,165.789,0.551,0.702,277.5,0.881,22.5,9.4,1638.341,63.325,32.317,31.662,6.868,0.217,494.017,188.167,0.744,0.833,0.493,22.814,0.848,0.213
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,9,3850,2354.5,54.753,1.626,48.66,2803,204.976,0.508,0.692,448.5,0.85,30.9,11.1,3023.783,79.12,39.939,39.56,4.458,0.113,749.461,241.238,0.612,0.825,0.479,24.717,0.84,0.112
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,10,3204,1763.5,47.385,1.504,46.15,2125.5,183.03,0.527,0.683,362,0.892,26,10.4,2516.416,69.426,35.496,34.713,6.983,0.201,561.339,205.095,0.55,0.839,0.466,23.853,0.83,0.197
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,11,3420,2059.5,51.208,1.832,43.21,2469.5,198.96,0.529,0.647,410,0.899,29.4,10.8,2686.062,79.158,40.445,39.579,7.759,0.196,655.559,221.238,0.602,0.8,0.418,23.766,0.834,0.192
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,12,3432,1982.5,50.241,1.6,46.32,2366.5,194.668,0.542,0.678,384,0.908,28.3,11.6,2695.487,74.095,39.276,37.322,8.632,0.233,631.049,214.409,0.578,0.836,0.46,23.189,0.838,0.22
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,13,2889,1725,46.865,1.436,44.85,1993,170.952,0.613,0.728,268,0.909,25.4,10,2269.015,64.413,32.732,32.206,9.124,0.283,549.085,188.024,0.597,0.845,0.529,20.495,0.866,0.279
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,14,2731,1502.5,43.738,1.052,50.95,1692,155.036,0.65,0.816,189.5,0.909,21.9,11.7,2144.922,53.6,27.495,27.167,12.51,0.467,478.261,170.468,0.55,0.921,0.666,19.341,0.888,0.455
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,15,3019,1794,47.793,1.399,46.45,2059.5,175.36,0.562,0.735,265.5,0.875,26.6,11.1,2371.117,65,33.158,32.518,4.817,0.148,571.048,200.368,0.594,0.859,0.541,22.379,0.871,0.145
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,16,2864,2033.5,50.884,2.257,35.62,2447,199.563,0.493,0.633,413.5,0.877,27.9,10.1,2249.38,80.399,40.666,40.2,4.18,0.104,647.283,227.581,0.71,0.79,0.401,25.47,0.831,0.103
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,17,3736,2090.5,51.592,1.343,52.74,2404,187.414,0.535,0.728,313.5,0.846,29,10.8,2934.248,70.838,37.236,35.419,7.022,0.198,665.427,221.581,0.56,0.842,0.53,23.486,0.87,0.189
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,18,3534,2120,51.954,1.522,48.19,2515.5,193.375,0.543,0.708,395.5,0.873,28.6,11,2775.597,73.335,36.921,36.681,7.114,0.194,674.817,221.48,0.6,0.839,0.502,23.138,0.843,0.193
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,19,2966,1627,45.514,1.14,51.02,1861,162.16,0.578,0.783,234,0.862,23.6,10.7,2329.491,58.138,29.177,29.069,8.688,0.299,517.89,188.024,0.549,0.888,0.613,21.729,0.874,0.298
Setaria,italica,5_6,Bcn-2,PI 464176,2,10,21,39,78,20,3214,1805,47.94,1.359,48.62,2072,175.737,0.549,0.725,267,0.865,26.7,10.8,2524.27,66.098,33.264,33.049,4.374,0.132,574.549,203.196,0.562,0.846,0.526,22.875,0.871,0.131
