@relation skull-measurements

@ATTRIBUTE Sex   {M,F}
@ATTRIBUTE Population  STRING
@ATTRIBUTE GOL   NUMERIC
@ATTRIBUTE BBH   NUMERIC
@ATTRIBUTE ZYB   NUMERIC
@ATTRIBUTE AUB   NUMERIC
@ATTRIBUTE NLH   NUMERIC
@ATTRIBUTE OBH   NUMERIC
@ATTRIBUTE OBB   NUMERIC
@ATTRIBUTE NLB   NUMERIC
@ATTRIBUTE MDH   NUMERIC
@ATTRIBUTE OCC   NUMERIC
  
@DATA
F,ANDAMAN,156,123,117,107,43,30,37,25,23,94
F,ANDAMAN,158,125,116,111,43,32,36,23,20,87
F,ANDAMAN,155,119,119,112,42,33,36,23,28,90
F,ANDAMAN,154,119,117,105,42,32,37,23,25,81
F,ANDAMAN,167,130,119,109,48,37,38,27,22,89
F,ANDAMAN,162,126,118,109,46,34,38,24,28,93
F,ANDAMAN,156,122,119,109,42,33,36,24,21,89
F,ANDAMAN,159,123,126,113,45,33,37,24,23,86
M,ANDAMAN,174,135,122,116,45,34,38,25,24,96
F,ANDAMAN,161,126,125,111,48,33,38,24,24,85
F,ANDAMAN,164,119,118,108,42,29,36,23,24,89
F,ANDAMAN,171,136,118,105,44,33,37,27,22,98
F,ANDAMAN,164,131,127,117,47,33,37,23,26,93
F,ANDAMAN,170,132,116,108,45,33,37,26,25,91
M,PERU,177,135,133,119,47,34,38,24,26,113
M,PERU,182,134,132,121,50,35,38,25,33,103
M,PERU,175,127,141,127,50,36,41,25,27,96
M,PERU,188,136,139,129,54,36,39,25,34,107
M,PERU,178,124,134,121,49,34,38,25,31,96
M,PERU,178,137,133,125,50,36,37,26,30,96
M,PERU,182,135,133,118,50,33,40,24,37,113
M,PERU,173,132,136,119,52,36,40,23,32,95
M,PERU,168,129,133,124,48,34,37,23,34,93
M,PERU,176,121,132,119,52,32,36,24,34,96
M,PERU,176,123,131,120,52,35,38,26,30,100
F,PERU,158,120,119,113,47,35,35,22,24,81
F,PERU,164,129,123,113,46,33,36,23,23,97
F,PERU,166,120,126,113,48,35,37,28,26,91
F,PERU,166,125,125,117,43,33,36,24,23,98
F,PERU,172,127,126,118,48,34,37,22,27,94
F,PERU,169,124,124,122,49,33,36,25,26,95
F,PERU,168,125,122,113,49,34,37,22,26,101
F,PERU,166,121,123,116,51,34,36,25,26,103
F,PERU,168,123,124,116,49,35,38,24,24,104
F,PERU,174,125,124,120,49,35,37,23,25,103
F,PERU,161,120,123,114,46,36,36,22,22,87
F,PERU,168,122,123,117,47,33,36,21,26,105
F,PERU,168,121,120,115,44,33,34,25,24,98
F,EASTERI,187,145,129,118,49,36,39,26,22,99
M,ARIKARA,178,131,133,126,52,34,38,24,25,95
M,ARIKARA,172,131,140,129,53,34,41,26,31,89
M,ARIKARA,188,130,140,128,54,33,41,25,30,99
M,ARIKARA,180,133,145,137,54,35,41,26,30,96
M,ARIKARA,182,134,141,128,55,34,40,29,27,94
M,ARIKARA,186,131,139,129,56,37,40,27,27,88
M,ARIKARA,176,127,140,129,55,34,40,29,27,95
M,ARIKARA,173,134,138,129,54,33,39,25,26,88
M,ARIKARA,185,141,143,134,61,37,42,31,32,103
M,ARIKARA,175,136,147,139,58,37,42,28,26,91
M,ARIKARA,176,132,139,130,55,37,41,27,31,88
M,ARIKARA,177,132,146,134,55,32,40,26,28,102
M,ARIKARA,189,135,146,134,55,36,42,30,34,113
M,ARIKARA,181,136,150,140,56,36,40,29,29,94
M,ARIKARA,167,132,138,131,52,34,42,26,31,99
M,ARIKARA,182,134,141,131,56,34,40,28,34,92
M,ARIKARA,175,133,138,128,55,35,40,27,29,95
M,ARIKARA,177,132,142,135,55,36,39,27,27,89
M,ARIKARA,184,134,139,128,50,36,40,27,28,101
M,ARIKARA,178,136,140,133,56,36,40,29,34,98
M,ARIKARA,176,141,137,128,56,38,40,27,31,99
M,ARIKARA,174,135,133,122,51,33,40,27,26,90
M,ARIKARA,189,139,138,128,52,29,40,30,24,101
M,ARIKARA,177,137,136,131,55,36,40,27,25,92
M,ARIKARA,182,129,143,132,54,37,42,30,26,97
M,ARIKARA,186,138,146,136,58,35,41,27,27,93
M,ARIKARA,173,127,126,120,47,35,41,27,28,93
M,ARIKARA,175,131,135,126,55,36,40,28,25,93
M,ARIKARA,190,141,151,142,52,33,42,28,29,112
M,ARIKARA,188,134,144,133,55,36,43,29,24,101
M,ARIKARA,175,132,146,135,58,36,43,27,29,90
M,ARIKARA,185,137,146,137,59,37,42,25,27,94
M,ARIKARA,178,127,135,127,53,37,41,25,26,87
M,ARIKARA,175,122,138,130,55,32,39,29,28,94
M,ARIKARA,173,129,132,124,55,36,40,24,23,89
M,ARIKARA,190,137,146,134,55,33,39,27,32,100
M,ARIKARA,187,138,145,133,55,32,41,24,29,92
M,ARIKARA,175,133,136,127,50,34,39,25,29,100
M,ARIKARA,178,133,138,132,53,37,41,27,28,93
F,ARIKARA,173,118,132,123,48,32,40,27,28,98
F,ARIKARA,163,123,129,124,52,35,38,25,23,90
F,ARIKARA,162,133,129,119,49,36,39,26,25,86
F,ARIKARA,171,131,128,123,48,34,37,27,22,90
F,ARIKARA,172,128,124,120,52,35,39,25,26,99
F,ARIKARA,166,121,133,127,50,33,39,24,27,89
F,ARIKARA,169,129,132,123,51,33,39,26,23,102
F,ARIKARA,174,130,143,133,52,37,40,27,22,86
F,ARIKARA,173,125,131,128,51,36,37,27,24,101
F,ARIKARA,170,126,130,121,49,34,38,25,26,82
F,ARIKARA,172,133,128,124,53,34,38,26,27,96
F,ARIKARA,171,131,130,127,51,33,40,25,22,84
F,ARIKARA,178,127,128,124,51,34,39,24,28,101
F,ARIKARA,168,137,134,130,50,36,38,29,25,89
F,ARIKARA,181,123,126,119,55,36,41,26,28,88
F,ARIKARA,175,125,138,134,52,37,40,30,26,85
F,ARIKARA,176,128,135,128,51,35,40,24,29,94
F,ARIKARA,162,124,127,121,49,36,40,25,24,84
F,ARIKARA,186,125,133,118,51,37,42,26,25,93
F,ARIKARA,179,123,133,127,54,36,40,26,27,90
F,ARIKARA,178,125,135,127,48,38,41,24,19,100
F,ARIKARA,167,120,122,118,47,33,37,25,26,88
F,ARIKARA,170,133,130,119,51,32,40,27,25,92
F,ARIKARA,163,135,126,119,50,33,38,23,24,89
F,ARIKARA,165,124,127,119,46,33,39,24,26,85
F,ARIKARA,166,124,130,123,50,35,41,26,20,87
F,ARIKARA,170,123,135,127,53,32,39,28,25,90
M,BUSHMAN,186,116,129,119,43,29,39,30,26,83
M,BUSHMAN,171,118,116,103,40,30,34,23,23,80
M,BUSHMAN,180,125,125,115,45,34,39,24,22,94
M,BUSHMAN,181,127,123,114,48,31,39,30,28,90
F,BUSHMAN,171,118,125,113,46,32,43,29,19,86
F,BUSHMAN,168,119,119,112,45,35,39,29,26,96
F,BUSHMAN,169,118,114,106,45,28,35,26,18,85
F,BUSHMAN,169,119,114,108,41,29,37,21,18,85
M,TASMANIA,182,130,134,124,48,29,38,29,24,94
M,TASMANIA,187,133,132,122,50,34,41,29,27,94
M,TASMANIA,193,134,141,129,52,30,40,30,26,93
M,TASMANIA,182,131,128,118,49,32,40,33,26,91
M,TASMANIA,188,125,133,123,48,30,41,29,21,91
M,TASMANIA,181,127,128,118,46,31,38,28,23,90
F,TASMANIA,179,122,125,121,43,29,37,26,21,87
M,TASMANIA,182,133,137,122,56,30,44,31,30,87
M,TASMANIA,180,131,137,118,46,32,41,29,31,99
M,TASMANIA,181,132,126,115,50,32,39,30,22,87
M,TASMANIA,180,134,133,111,48,33,39,27,23,89
M,TASMANIA,190,135,139,127,47,29,38,31,28,94
M,TASMANIA,186,140,141,128,53,33,41,26,19,92
M,TASMANIA,175,126,127,116,48,30,40,30,24,87
M,TASMANIA,182,135,131,123,44,29,38,30,24,91
F,TASMANIA,184,123,123,117,46,33,38,29,19,95
F,TASMANIA,173,132,128,115,41,30,42,28,22,92
F,TASMANIA,166,125,126,114,46,31,38,29,22,88
F,TASMANIA,186,129,130,120,52,30,40,29,27,91
F,TASMANIA,179,131,126,114,43,33,39,27,26,94
F,TASMANIA,176,119,129,121,45,29,42,28,20,89
F,TASMANIA,171,124,122,115,41,27,38,28,19,87
M,ANDAMAN,175,138,136,126,46,30,39,26,30,91
M,ANDAMAN,170,137,116,105,46,34,36,23,23,96
M,ANDAMAN,170,131,124,114,49,34,37,25,30,93
M,ANDAMAN,166,123,124,111,45,33,37,25,30,90
M,ANDAMAN,164,126,125,113,49,34,37,23,24,84
M,ANDAMAN,166,127,122,114,48,33,37,24,26,93
M,ANDAMAN,178,131,130,122,50,34,42,25,30,96
M,ANDAMAN,172,127,128,114,46,32,38,25,24,92
M,ANDAMAN,162,125,121,113,45,34,35,27,27,90
M,ANDAMAN,167,125,123,114,48,34,37,25,28,91
F,ANDAMAN,159,127,117,111,44,32,35,26,23,95
M,ANDAMAN,182,119,122,115,47,34,39,24,28,99
F,ANDAMAN,165,121,123,114,44,30,37,26,26,94
F,ANDAMAN,158,125,115,106,42,32,37,24,19,86
F,ANDAMAN,159,123,112,108,41,33,37,21,28,99
F,ANDAMAN,160,120,118,111,43,31,37,22,27,86
F,ANDAMAN,158,124,115,112,44,33,35,26,23,88
M,TASMANIA,184,128,133,121,50,27,41,25,26,92
M,AINU,199,137,141,129,51,37,44,27,30,102
M,AINU,191,141,142,128,54,37,45,27,28,107
M,AINU,182,140,138,126,48,37,43,23,31,100
M,AINU,199,147,146,130,52,31,41,25,37,106
M,AINU,190,138,138,122,52,35,42,27,30,95
M,AINU,183,132,136,122,52,34,40,23,24,96
M,AINU,187,140,141,134,55,35,40,28,31,104
M,AINU,193,139,138,123,52,37,40,28,28,103
M,AINU,191,138,149,134,53,37,45,32,30,103
M,AINU,188,139,140,125,51,33,41,29,33,99
M,AINU,193,134,143,125,50,35,41,30,29,94
M,AINU,190,135,139,129,48,34,41,27,28,102
M,AINU,184,136,139,124,46,34,41,27,24,96
M,AINU,188,139,138,131,48,34,43,28,30,102
M,AINU,194,136,142,133,51,33,41,28,30,106
M,AINU,190,137,134,122,50,35,42,29,31,97
M,AINU,192,136,143,126,53,34,45,31,30,105
M,AINU,188,140,127,115,46,32,37,25,25,108
M,AINU,185,137,138,127,51,34,43,29,33,101
M,AINU,182,133,132,123,50,30,39,28,26,91
M,AINU,193,141,133,121,46,32,41,27,34,105
M,AINU,180,137,132,124,47,35,40,27,32,98
M,AINU,191,141,139,123,51,36,43,28,25,99
M,AINU,200,142,145,135,52,35,43,31,36,101
M,AINU,190,135,139,124,53,34,43,25,30,106
M,AINU,190,138,139,123,54,35,43,29,24,98
M,AINU,186,138,139,126,54,34,41,26,33,103
M,AINU,189,146,142,127,49,35,42,28,29,101
M,AINU,183,132,135,122,51,34,39,28,29,99
M,AINU,187,139,131,124,46,31,40,29,31,98
M,AINU,188,144,129,121,44,31,40,27,29,101
M,AINU,184,138,141,129,54,36,41,28,28,97
M,AINU,194,137,136,128,51,36,40,28,32,98
M,AINU,188,133,135,124,53,34,42,25,33,99
M,AINU,195,143,139,127,55,37,42,30,27,100
M,AINU,197,140,143,133,56,35,43,31,32,102
M,AINU,188,140,140,125,48,33,41,29,30,106
M,AINU,186,140,144,130,54,33,41,27,33,91
M,AINU,197,135,146,130,55,33,44,30,30,101
M,AINU,186,135,128,113,50,33,40,24,29,93
M,AINU,198,139,142,126,53,35,45,28,32,102
M,AINU,188,139,140,127,49,32,42,26,29,101
M,AINU,189,139,143,124,52,33,41,31,30,98
F,AINU,189,138,130,120,47,35,41,24,30,104
F,AINU,183,137,130,114,46,33,39,25,30,103
F,AINU,174,131,125,116,46,34,40,23,26,99
F,AINU,179,133,124,114,47,35,39,26,22,95
F,AINU,174,127,123,114,48,33,39,24,24,97
F,AINU,181,130,124,116,48,35,39,28,24,101
F,AINU,172,133,123,113,44,36,39,29,26,99
F,AINU,188,140,131,118,54,39,41,26,22,98
F,AINU,168,129,120,114,48,34,37,25,22,96
F,AINU,170,127,123,114,49,36,37,28,25,96
F,AINU,182,140,124,117,50,34,38,28,27,105
F,AINU,180,133,126,117,47,37,39,25,19,100
F,AINU,178,135,129,118,49,34,39,28,25,94
F,AINU,177,124,128,119,45,30,41,29,25,93
F,AINU,172,134,124,116,48,34,38,27,23,96
F,AINU,183,137,131,122,50,34,41,26,24,103
F,AINU,174,128,125,116,52,36,40,25,29,93
F,AINU,181,133,131,119,49,35,41,28,25,97
F,AINU,173,132,126,118,48,34,37,26,25,88
F,AINU,175,132,129,120,42,32,39,27,22,98
F,AINU,187,139,130,116,47,34,42,25,26,98
F,AINU,172,129,129,121,47,35,38,27,29,99
F,AINU,182,137,132,120,47,33,41,25,26,99
F,AINU,176,129,131,123,44,34,41,27,22,96
F,AINU,179,123,128,116,43,32,39,26,21,92
M,AINU,189,140,138,124,52,37,41,27,31,99
F,AINU,180,140,136,128,56,37,44,24,24,100
F,AINU,174,131,126,113,49,35,42,24,22,100
F,AINU,182,127,130,123,47,34,43,24,22,86
F,AINU,179,132,127,121,50,35,38,31,29,101
F,AINU,182,126,126,120,48,34,39,25,24,99
F,AINU,182,125,132,118,53,36,43,28,26,90
F,AINU,189,144,132,122,52,34,42,29,24,96
F,AINU,185,135,130,120,50,36,42,28,24,96
F,AINU,178,128,133,124,50,33,41,28,30,94
F,AINU,183,134,137,125,50,33,40,27,21,103
F,AINU,181,136,131,120,49,32,42,26,28,97
F,AINU,172,131,129,119,46,32,37,27,26,92
F,AINU,176,135,128,117,46,32,40,27,22,103
M,NJAPAN,184,139,134,123,54,33,39,25,33,97
M,NJAPAN,183,133,138,126,54,34,37,26,32,91
M,NJAPAN,182,139,134,118,55,35,40,28,34,97
M,NJAPAN,178,146,137,123,53,34,40,24,33,97
M,NJAPAN,168,143,126,124,51,33,37,26,33,102
M,NJAPAN,182,133,133,122,54,32,39,25,28,106
M,NJAPAN,176,137,131,122,60,36,41,25,30,96
M,NJAPAN,190,131,138,124,54,35,39,26,32,94
M,NJAPAN,180,128,132,120,48,33,39,26,30,106
M,NJAPAN,178,134,132,123,52,35,38,26,29,94
M,NJAPAN,178,141,134,127,55,36,41,21,30,106
M,NJAPAN,178,137,139,127,56,36,40,26,34,94
M,NJAPAN,174,136,140,133,51,33,39,25,28,98
M,NJAPAN,180,126,136,123,52,36,42,27,32,97
M,NJAPAN,184,145,140,127,54,34,41,26,31,107
M,NJAPAN,185,144,136,130,50,35,40,26,28,104
M,NJAPAN,185,140,137,126,54,35,41,28,32,110
M,NJAPAN,180,138,143,131,55,39,40,26,33,99
M,NJAPAN,185,133,133,122,48,33,40,27,31,107
M,NJAPAN,188,138,127,116,52,35,40,27,29,104
M,NJAPAN,185,138,135,121,51,32,38,27,30,95
M,NJAPAN,190,141,148,131,54,35,43,32,32,105
M,NJAPAN,175,127,136,124,52,36,38,27,33,103
M,NJAPAN,179,131,133,124,51,37,40,23,26,95
M,NJAPAN,180,134,131,124,56,35,38,24,31,110
M,NJAPAN,192,144,137,125,49,35,40,29,35,113
M,NJAPAN,178,129,129,115,48,33,39,26,30,100
M,NJAPAN,189,139,142,131,57,36,41,27,29,106
M,NJAPAN,177,135,136,123,52,35,36,25,27,93
M,NJAPAN,191,135,137,126,49,35,40,28,26,101
M,NJAPAN,179,124,134,121,51,34,37,28,32,96
M,NJAPAN,190,140,137,126,55,34,41,27,33,103
M,NJAPAN,178,126,126,119,53,32,38,25,31,91
M,NJAPAN,191,142,136,125,48,33,40,25,32,106
M,NJAPAN,186,144,137,123,54,34,38,26,32,105
M,NJAPAN,187,134,138,124,52,33,39,25,34,96
M,NJAPAN,184,138,133,122,52,35,41,27,34,97
M,NJAPAN,195,144,139,130,57,36,40,27,30,102
M,NJAPAN,188,146,141,131,51,33,40,29,33,108
M,NJAPAN,193,131,139,128,57,37,42,28,30,100
M,NJAPAN,180,141,136,123,55,34,41,23,31,100
M,NJAPAN,190,127,139,129,55,35,41,28,31,103
M,NJAPAN,189,133,136,126,50,35,39,26,30,99
M,NJAPAN,186,144,142,126,58,36,42,27,28,98
M,NJAPAN,184,145,142,126,51,34,40,26,31,98
M,NJAPAN,172,132,131,120,52,33,38,25,28,96
M,NJAPAN,171,134,126,120,51,34,37,22,27,93
M,NJAPAN,180,129,135,124,60,35,40,23,31,95
M,NJAPAN,176,136,131,120,55,32,39,26,26,97
M,NJAPAN,187,145,137,126,51,35,40,27,26,94
M,NJAPAN,180,132,138,122,50,34,39,21,31,91
M,NJAPAN,190,143,134,122,52,36,42,26,31,97
F,NJAPAN,172,123,122,115,51,38,38,22,29,92
F,NJAPAN,165,121,124,116,54,35,39,27,27,94
F,NJAPAN,177,141,132,124,53,35,41,26,30,109
F,NJAPAN,185,132,129,118,49,35,42,26,24,101
F,NJAPAN,176,139,124,116,51,36,37,26,26,104
F,NJAPAN,163,130,126,111,48,33,36,26,27,91
F,NJAPAN,181,130,140,132,54,37,42,29,26,103
F,NJAPAN,180,136,127,117,53,36,39,25,24,102
F,NJAPAN,169,133,119,118,51,33,36,23,27,96
F,NJAPAN,172,123,122,115,48,34,40,25,26,98
F,NJAPAN,166,126,117,112,50,32,36,25,25,94
F,NJAPAN,170,129,128,123,49,38,39,23,30,92
F,NJAPAN,174,128,124,115,50,34,39,27,30,101
F,NJAPAN,170,127,126,119,51,34,41,24,31,96
F,NJAPAN,178,134,125,122,49,32,37,28,24,100
F,NJAPAN,178,135,129,123,50,35,37,25,30,106
F,NJAPAN,172,131,121,114,51,36,38,24,29,101
F,NJAPAN,178,123,120,117,49,33,37,27,26,96
F,NJAPAN,164,134,121,112,45,33,36,26,22,100
F,NJAPAN,157,128,126,114,49,33,38,26,24,88
F,NJAPAN,160,125,122,112,50,35,36,25,23,89
F,NJAPAN,174,137,132,123,54,36,37,26,23,95
F,NJAPAN,170,123,121,113,55,35,39,25,28,96
F,NJAPAN,177,129,124,117,52,35,39,27,24,104
F,NJAPAN,175,124,120,112,53,34,39,28,33,90
F,NJAPAN,164,122,121,109,44,30,35,26,23,82
F,NJAPAN,166,126,125,110,47,33,38,28,27,87
F,NJAPAN,171,134,118,114,47,32,39,27,24,94
F,NJAPAN,163,128,119,112,49,35,37,24,22,91
F,NJAPAN,171,135,126,116,49,32,39,25,26,100
F,NJAPAN,172,136,129,120,54,38,40,26,30,95
F,NJAPAN,165,123,127,121,50,34,37,25,31,93
M,SJAPAN,175,135,133,122,52,33,36,25,24,98
M,SJAPAN,182,137,130,118,49,31,38,26,32,105
M,SJAPAN,165,142,134,127,56,35,40,26,34,96
M,SJAPAN,180,142,134,123,54,37,39,26,33,105
M,SJAPAN,190,141,134,120,55,33,39,28,33,97
M,SJAPAN,178,132,127,117,50,32,38,24,26,97
M,SJAPAN,178,137,132,125,50,33,39,27,33,96
M,SJAPAN,188,141,139,126,55,37,42,31,35,97
M,SJAPAN,189,146,140,130,50,34,39,24,35,100
M,SJAPAN,192,143,141,128,58,35,43,28,29,108
M,SJAPAN,179,133,127,116,49,33,36,26,31,96
M,SJAPAN,177,132,127,120,51,34,41,25,30,94
M,SJAPAN,175,133,130,117,46,33,39,24,32,102
M,SJAPAN,185,135,132,122,50,31,39,26,24,96
M,SJAPAN,179,133,128,122,52,32,36,22,28,96
M,SJAPAN,184,142,129,125,57,33,39,28,26,107
M,SJAPAN,187,135,141,124,50,34,37,26,31,97
M,SJAPAN,190,140,136,126,51,33,39,26,33,104
M,SJAPAN,182,140,136,127,48,33,42,23,34,101
M,SJAPAN,174,143,135,122,54,36,37,24,25,100
M,SJAPAN,174,137,130,124,54,31,40,26,34,98
M,SJAPAN,179,135,134,123,50,34,39,28,23,94
M,SJAPAN,186,141,133,123,53,37,42,28,28,101
M,SJAPAN,179,135,137,129,53,36,39,27,28,102
M,SJAPAN,174,145,133,124,53,36,40,26,29,103
M,SJAPAN,177,137,133,122,51,33,38,25,25,100
M,SJAPAN,179,136,136,127,55,37,39,28,32,87
M,SJAPAN,172,139,131,118,47,35,40,27,33,111
M,SJAPAN,187,144,135,124,50,34,40,27,21,106
M,SJAPAN,188,143,135,121,58,36,42,25,36,101
M,SJAPAN,182,138,133,121,49,36,39,29,28,98
M,SJAPAN,187,145,133,124,53,33,38,26,29,99
M,SJAPAN,181,130,130,114,49,33,39,26,30,91
M,SJAPAN,189,143,140,126,54,33,40,27,35,101
M,SJAPAN,183,140,130,121,49,35,40,24,32,96
M,SJAPAN,178,133,141,129,50,35,40,29,31,95
M,SJAPAN,179,135,137,126,52,36,39,25,32,102
M,SJAPAN,180,129,127,116,52,35,38,27,30,113
M,SJAPAN,175,137,132,118,56,34,40,25,31,95
M,SJAPAN,186,137,134,127,52,34,39,27,28,95
M,SJAPAN,188,141,141,136,51,33,42,25,30,106
M,SJAPAN,184,137,131,120,50,34,38,24,31,102
M,SJAPAN,176,144,138,123,51,35,39,26,32,98
F,SJAPAN,167,128,118,115,47,35,37,27,31,96
F,SJAPAN,176,131,127,121,49,34,41,26,22,97
F,SJAPAN,172,129,119,109,49,34,37,24,28,95
F,SJAPAN,174,133,128,123,52,35,37,26,24,97
F,SJAPAN,171,129,132,126,52,38,39,23,27,100
F,SJAPAN,178,137,126,116,52,34,40,28,24,105
F,SJAPAN,178,136,130,121,47,32,39,27,26,101
F,SJAPAN,170,123,131,122,51,33,37,26,21,91
F,SJAPAN,162,123,118,116,53,35,38,24,27,101
F,SJAPAN,179,126,124,116,51,33,37,25,27,91
F,SJAPAN,178,134,127,116,48,34,38,27,26,92
F,SJAPAN,171,136,125,117,53,34,39,26,28,99
F,SJAPAN,179,130,130,126,54,36,37,28,23,97
F,SJAPAN,169,135,120,113,47,32,36,27,24,95
F,SJAPAN,162,130,121,114,46,32,37,25,28,91
F,SJAPAN,165,126,114,110,48,34,36,24,24,89
F,SJAPAN,174,133,128,116,47,34,38,26,25,101
F,SJAPAN,173,130,125,117,48,33,38,25,26,96
F,SJAPAN,162,127,118,112,46,32,35,21,20,89
F,SJAPAN,178,128,122,113,47,34,37,24,22,103
F,SJAPAN,183,135,130,124,56,35,39,26,28,96
F,SJAPAN,172,129,126,118,50,35,39,26,26,89
F,SJAPAN,171,130,124,115,49,37,39,27,20,95
F,SJAPAN,177,135,123,114,48,36,40,27,26,102
F,SJAPAN,184,137,130,119,51,35,39,26,30,96
F,SJAPAN,165,138,129,120,50,32,37,27,27,94
F,SJAPAN,172,126,125,117,50,32,36,27,23,97
F,SJAPAN,176,140,119,113,46,34,38,26,22,102
F,SJAPAN,170,128,124,118,52,32,37,25,22,96
F,SJAPAN,176,131,125,117,51,33,38,26,27,91
F,SJAPAN,176,134,127,123,50,35,36,26,28,97
F,SJAPAN,172,134,125,116,51,35,38,27,24,96
F,SJAPAN,168,127,120,113,45,31,37,23,27,96
F,SJAPAN,179,128,122,117,46,32,36,24,21,102
F,SJAPAN,170,128,125,111,49,33,37,22,29,90
F,SJAPAN,168,131,126,115,50,34,36,25,26,89
F,SJAPAN,174,130,119,116,50,35,38,23,25,95
F,SJAPAN,170,135,133,125,48,35,38,23,26,94
F,SJAPAN,175,123,125,119,47,34,40,28,25,98
F,SJAPAN,173,133,128,120,49,33,39,25,27,94
F,SJAPAN,163,129,129,120,49,35,36,24,22,94
M,HAINAN,179,142,129,119,52,33,39,27,32,95
M,HAINAN,178,135,137,126,53,32,38,27,30,98
M,HAINAN,182,140,128,117,54,32,39,26,28,102
M,HAINAN,186,138,132,119,52,32,39,30,30,94
M,HAINAN,168,138,125,118,51,33,36,24,31,89
M,HAINAN,176,131,132,122,52,32,38,30,30,91
M,HAINAN,180,141,130,124,52,34,38,28,25,90
M,HAINAN,167,127,129,123,48,30,36,29,27,88
M,HAINAN,173,136,125,119,52,31,38,25,25,92
M,HAINAN,180,139,132,120,58,34,40,25,26,101
M,HAINAN,184,139,147,135,56,36,42,29,32,99
M,HAINAN,176,144,133,126,52,36,40,25,31,104
M,HAINAN,175,138,133,124,52,32,40,28,26,94
M,HAINAN,176,140,137,128,53,34,39,26,26,98
M,HAINAN,176,136,131,122,50,32,37,29,27,101
M,HAINAN,178,139,138,128,50,35,41,28,32,100
M,HAINAN,172,137,134,122,53,32,38,30,29,93
M,HAINAN,175,137,123,116,51,34,36,26,32,95
M,HAINAN,174,137,134,121,56,33,40,30,25,94
M,HAINAN,189,146,137,129,52,33,39,29,31,103
M,HAINAN,181,138,137,122,49,34,38,28,31,98
M,HAINAN,170,131,139,128,51,34,40,28,33,101
M,HAINAN,175,141,139,124,54,35,40,27,35,101
M,HAINAN,170,128,136,122,54,36,39,27,31,91
M,HAINAN,167,136,133,119,51,31,40,31,32,89
M,HAINAN,189,145,143,130,58,35,40,29,30,104
M,HAINAN,166,126,133,123,55,35,40,25,28,96
M,HAINAN,184,135,136,127,52,32,38,28,31,98
M,HAINAN,180,138,135,125,51,29,38,28,30,102
M,HAINAN,165,133,129,121,51,35,37,23,28,86
M,HAINAN,176,138,133,120,49,33,36,26,26,103
M,HAINAN,180,134,135,124,50,32,41,25,31,91
M,HAINAN,180,141,139,123,56,37,43,30,27,93
M,HAINAN,179,141,130,124,53,32,38,26,31,91
M,HAINAN,171,141,135,125,51,35,38,26,32,91
M,HAINAN,177,137,137,124,49,33,38,28,30,100
F,HAINAN,168,136,137,130,55,34,38,25,27,84
F,HAINAN,172,139,133,119,50,33,38,23,34,96
F,HAINAN,176,135,128,122,47,33,37,25,24,94
F,HAINAN,176,130,127,121,49,30,36,24,21,97
F,HAINAN,170,129,128,124,51,37,38,26,26,97
F,HAINAN,176,143,126,118,46,31,37,25,28,98
F,HAINAN,170,131,128,120,48,33,39,28,24,88
F,HAINAN,173,135,122,115,45,32,35,27,22,94
F,HAINAN,166,130,127,118,49,34,38,26,26,99
F,HAINAN,186,137,123,112,50,30,37,25,24,100
F,HAINAN,164,127,123,111,49,34,37,29,26,91
F,HAINAN,168,135,121,113,49,31,38,26,26,88
F,HAINAN,160,132,114,111,42,29,36,24,24,94
F,HAINAN,172,133,128,116,51,32,38,27,26,95
F,HAINAN,170,132,124,114,47,33,38,30,22,87
F,HAINAN,164,137,124,116,53,32,36,24,22,98
F,HAINAN,166,127,120,113,46,34,38,26,23,97
F,HAINAN,164,127,133,125,49,35,40,24,24,93
F,HAINAN,167,130,125,114,50,34,37,29,20,90
F,HAINAN,163,128,124,114,50,34,36,24,24,90
F,HAINAN,170,132,123,116,49,32,40,29,23,100
F,HAINAN,181,137,121,118,50,31,37,26,24,103
F,HAINAN,181,135,131,121,56,36,40,25,28,100
F,HAINAN,166,130,133,122,48,32,39,26,20,104
F,HAINAN,173,131,127,119,50,32,40,23,28,93
F,HAINAN,174,136,124,116,52,33,38,27,27,93
F,HAINAN,178,129,127,116,46,33,38,27,28,92
F,HAINAN,165,129,119,116,50,31,35,28,21,89
F,HAINAN,170,129,125,117,49,33,36,29,28,96
F,HAINAN,169,135,125,116,50,33,37,27,26,98
F,HAINAN,172,132,124,115,49,35,41,26,23,94
F,HAINAN,166,129,128,126,51,33,36,28,26,95
F,HAINAN,164,128,116,110,45,32,37,27,26,94
F,HAINAN,172,131,120,115,51,32,36,25,27,95
F,HAINAN,168,132,128,117,55,35,38,23,28,91
F,HAINAN,173,133,131,121,50,37,40,29,28,107
F,HAINAN,178,129,128,119,49,32,38,21,28,95
F,HAINAN,173,131,126,117,48,31,36,26,27,90
M,ATAYAL,170,135,125,120,45,30,37,26,27,89
M,ATAYAL,184,131,138,125,53,35,39,31,32,94
M,ATAYAL,178,137,135,128,52,33,36,30,29,91
M,ATAYAL,180,139,133,123,52,34,40,29,32,92
M,ATAYAL,162,122,125,114,48,32,37,25,21,89
M,ATAYAL,174,133,140,129,49,32,40,29,22,93
M,ATAYAL,173,133,136,125,46,32,38,27,21,94
M,ATAYAL,183,137,139,124,56,35,39,25,31,92
